,name,first_seen,scan_date,size,trojan,virus,worm,backdoor,label
415,../data/2017-10-20/b4dccb2906a7cfed89a63bc2deeca023a26ef729d75350ed9ac03638b3dcca1d,2017-09-20,2017-10-20,47850,16,0,0,0,trojan
416,../data/2018-03-14/7c31fbf1bf919fb4f8500c48d9d493b5409134e55e129ae7d10dd8479b48198d,2018-03-13,2018-03-13,303616,11,1,0,14,backdoor
417,../data/2017-10-20/5c103b360d19814abdef3b1a12e294eca8f33da148b7fd19b1a6a1ae9f3aa08b,2017-10-20,2017-10-20,212992,4,17,0,1,virus
418,../data/2018-03-14/3046528bde9fcc15fe3dda89ad84c0feedb1127fdcd581052bc91384112496b6,2018-02-23,2018-03-14,5120,10,1,0,0,trojan
419,../data/2018-03-14/2b1b2cb2725aec3e9d45c75e644f897e2fee30a1ac73182fe0b5d4f09fa7efea,2018-03-13,2018-03-13,783936,16,0,3,21,backdoor
420,../data/2017-10-20/8a39b6a4ae38472ec240b40a35b912ec43da88f8b1927a771239a6784a86338b,2017-09-20,2017-10-20,34396,27,0,0,0,trojan
421,../data/2018-03-14/22de81d70f359a532ae376ace91c4f2f2670a2af22efce868026df3a234159f9,2018-03-14,2018-03-14,11192,2,12,0,0,virus
422,../data/2018-03-14/114ad04b9f9d0d01c25f725a544f5bdfe4184703ce70eb372ca4b45cc4ca7535,2018-03-13,2018-03-13,19968,1,18,0,0,virus
423,../data/2018-03-14/af23410ffce1b2c2652b17642f3ad4db9751d25a0b39f22a908a24a3b8d08bc1,2018-03-14,2018-03-14,51616,5,0,35,0,worm
424,../data/2018-03-14/65f02ea522c8fbfca5faf64d6fec03f9f73e56970c46547608f93d594676eef4,2018-03-14,2018-03-14,7680,11,0,0,0,trojan
425,../data/2017-10-20/05e731ebe4621260fe662cb736ddf9abebee43060edc50bc8e9bc583a6fa16d2,2017-09-20,2017-10-20,12224,37,0,0,0,trojan
426,../data/2018-03-14/be1275a26fe38ec31d50dbb93b8944eadac8d808f1fb3611a8d3b2be8fcf4aa5,2018-03-14,2018-03-14,491520,19,0,1,20,backdoor
427,../data/2018-03-14/9764de8fea719f8c30e6767b38cb30bb068529b4c15af0b4c98d235dc0aea34d,2018-02-14,2018-03-14,2554,7,0,4,0,trojan
428,../data/2017-10-20/86abfcf7291320d5c188c08e875ea3c6d3669128c9c086fd5bf2c6bee6aeb4f3,2017-10-20,2017-10-20,86016,4,2,32,2,worm
429,../data/2018-03-14/77e1c34a90d8fbab6bf4627c1e50f429834ecd036a8c8062f4607a74d0022ad1,2018-03-13,2018-03-13,3555328,18,0,4,19,backdoor
430,../data/2018-03-14/86d0ffa9455074ce5af64878e6227e29bc2adaff0758591c98b73494c41d1f1b,2018-03-14,2018-03-14,448943,17,0,4,18,backdoor
431,../data/2017-10-20/d97f4e096f382b6d95d2405b95ec311933384e3dc2cad6e00b62a1de19fd49d4,2017-10-20,2017-10-20,32256,0,16,0,0,virus
432,../data/2017-10-20/cf77ffecdf58775055154570a57e1c1e7744ce2c7fe8790f3a448438eb13a1f3,2017-10-20,2017-10-20,31000,35,0,0,1,trojan
433,../data/2017-10-20/fd0aaed24ad4998e9b4d29bf5115f80f4541f68f54655f49ff6bfbe2a59097a6,2017-10-20,2017-10-20,36864,7,0,0,0,trojan
434,../data/2017-10-20/2a3a4e769979f8ca3bcfa5e7285fbd70c974c136dd8cd9e4d6846e6c73e0d573,2017-10-20,2017-10-20,34128,31,0,0,0,trojan
435,../data/2018-03-14/2c3fc1b8bef287797aa125fe446b6cb63013aaabe95d6c94f26395533eeabbad,2018-03-13,2018-03-13,19968,1,17,0,0,virus
436,../data/2017-10-20/d509ee88fcef918cc0e594243b70351d4222458f09e6617b1ca6015968c90865,2017-10-18,2017-10-20,4895205,14,4,15,0,worm
437,../data/2018-03-14/72e5df64e81013a699e02b43eaa29b5559c5b62e9d69ca4b740dc2a740b46ecd,2018-03-13,2018-03-13,16896,1,17,0,0,virus
438,../data/2018-03-14/712f931ee87a09ee0dfe2ee1b8177976ae6be78062c9e664b226a769f84576dd,2018-03-13,2018-03-13,14776,2,10,0,0,virus
439,../data/2018-03-14/3743309d5ff3074f072f1ad266b66aea51b0954b7687f4f9a6712fcf86cbcbdc,2017-12-11,2018-03-14,1481720,5,0,30,0,worm
440,../data/2017-10-20/b4cedcff85106516e522ee57e68a1664659b8a039b678d480b59ab0f486ec008,2017-10-20,2017-10-20,2378431,15,0,4,19,backdoor
441,../data/2017-10-20/0effe55e43252c7f4c600cfaab23b577597a960c6ec48a3dcf7de992339d0558,2017-10-20,2017-10-20,3594887,17,0,4,18,backdoor
442,../data/2018-03-14/850822e8273326ae960bc07a4c2657abd2092aefc5ce0856d345103bcfb56aa0,2018-03-13,2018-03-13,10062,21,0,0,0,trojan
443,../data/2017-10-20/af117fe2148ef403195cc7036a5b29c2da53b693c23fdf69bf8af9fecbc9569b,2017-10-18,2017-10-20,189260,7,13,1,1,virus
444,../data/2018-03-14/8409c8bbefc7f9953c03faf732b973b797e2b4d636afd812170a4ff24135b138,2018-03-13,2018-03-13,16896,1,18,0,0,virus
445,../data/2018-03-14/33e9ded21d67853f047fe5b1ae90d0b28a323a6af0538d18f08fed0c003fc9f2,2018-03-13,2018-03-13,819200,16,0,5,19,backdoor
446,../data/2018-03-14/3ee0fa19acd19e544fb5a0ec9e0b7caf9fdaf06596a42cc1d7eaf399cba617b9,2018-03-13,2018-03-13,695296,15,0,4,20,backdoor
447,../data/2018-03-14/4bc40529b0253161d00911697263aae263d17415ed57f5150023ce9d0fd3782a,2018-03-13,2018-03-13,2258329,17,0,4,18,backdoor
448,../data/2018-03-14/b3248c57290753f314e4a70d27f8e654d062e0db803faa4710ca8fee805deb0b,2018-03-14,2018-03-14,61104,3,0,37,0,worm
449,../data/2018-03-14/53ff2aa087f39a293ab37472620593d3decb8e09a0f05c0a16d10861bf6c5533,2018-03-14,2018-03-14,65967,9,1,22,0,worm
450,../data/2017-10-20/9af7031344719293a5ed6eb19611a3b3316bd52fa7e2a44c423f71fb9b82f871,2017-09-20,2017-10-20,57856,3,1,35,2,worm
451,../data/2017-10-20/2a54cb9edea970e8aff0a74959732e9c689c66f8395abcd8104162864c3e0fd5,2017-10-18,2017-10-20,4958321,14,4,16,0,worm
452,../data/2018-03-14/66ce3096c68c3e1589103f32c225da11b3c67cf7e2be007748793add0879b185,2018-03-13,2018-03-13,680960,6,0,0,7,backdoor
453,../data/2017-10-20/b856ace60092b95803e221ab0559157db5b5cf28a32122b5d7f1c05514bcc339,2017-10-20,2017-10-20,196608,3,4,28,2,worm
454,../data/2017-10-20/012af50e0ceb2d1201312057a42df08eaae8d53ab29e88566193335e40a649e5,2017-10-19,2017-10-20,9778,8,0,0,0,trojan
455,../data/2017-10-20/3d5ed3f9204f07db7fa00fca6e8696c751cb1e84f4d9401070a2f1aa84860417,2017-10-20,2017-10-20,122880,11,0,13,0,worm
456,../data/2018-03-14/15689d9392fb773f4a27da62fe50472429c1983df9edb585eb1327680a594087,2018-03-14,2018-03-14,16896,1,18,0,0,virus
457,../data/2017-10-20/60b5f90a77c3baca412348bea5fe86daf5960eeec52bb91362f14eeb8a14fe10,2017-09-20,2017-10-20,192512,3,18,0,0,virus
458,../data/2017-10-20/8dcb22df587e99d13c919d558d899eb806aa4de24f2e882415d23df350eac2d0,2017-10-20,2017-10-20,500631,2,0,28,1,worm
459,../data/2018-03-14/9e51522feafeb01efff41590ccf1d8867976077f951f6956a819a36ed0110d02,2018-03-14,2018-03-14,89889,4,0,18,0,worm
460,../data/2018-03-14/3e606d56343672edb3a5321ba073a2d864c251b0fc3c573e612d25ed8a368c7b,2018-03-13,2018-03-13,17336,2,11,0,0,virus
461,../data/2017-10-20/c83de4ae4f7acf425b055488317510ff093c20329a6c81ab7e2f3e06c0f21885,2017-10-20,2017-10-20,1462268,0,10,11,0,worm
462,../data/2017-10-20/dff423b37d45d84d21f419e54560ee8bea4eb408c4c9c074abaa9952fb69a489,2017-10-20,2017-10-20,52224,13,0,2,6,trojan
463,../data/2018-03-14/867a17ab6fcb198a31edb342ae7dab80599567bef6e53d3044ffa80af486a847,2018-03-02,2018-03-13,8704,17,0,1,1,trojan
464,../data/2017-10-20/bcbdceab30ffa90dd1070f987e04e83357c79d50286c059055c06470e5ea1155,2017-10-20,2017-10-20,212992,4,16,0,1,virus
465,../data/2018-03-14/bdfa1238f81fd6a97c6fb6c59d61c644ec5fe1f808e2f5255def541f59c899af,2018-03-13,2018-03-13,12288,1,17,0,0,virus
466,../data/2017-10-20/598bfd4250b7aa5bdf8e7ae3d4f304f9425885c22596f7046e47a2f79cd4510a,2017-10-20,2017-10-20,16384,4,1,31,2,worm
467,../data/2017-10-20/d1c7f780e4463edcc80910d0ea8a4e608f119f6cffbfbe5dd455dd7c4e3bd92e,2017-09-20,2017-10-20,221184,11,0,21,0,worm
468,../data/2018-03-14/929af2d2097a57a5bd20027cdac89b58033d3826b827788f09f30f5080f57c60,2018-03-13,2018-03-13,9800,23,0,0,0,trojan
469,../data/2017-10-20/536d0acf33d4b0f6959f1ffe4acd511ed79b226809a916534b66f000c468b79a,2017-09-20,2017-10-20,47851,15,1,0,0,trojan
470,../data/2017-10-20/92c54d4bdaf7eb7f767f10b77ca4660d26a6cd360423f325edb7f6c2b7d72218,2017-10-18,2017-10-20,47476,33,0,0,0,trojan
471,../data/2018-03-14/a3d7ca9194647dc2dd05dd2ac7c42c8ddfc15536b7b2b4440acf22b5ce3dcb7c,2018-03-12,2018-03-14,87061,13,0,28,0,worm
472,../data/2017-10-20/91f373ff2defd7a69fb42e8f001de9a0058129816477dcfa395b5782fc858ff6,2017-10-20,2017-10-20,81920,3,15,0,1,virus
473,../data/2017-10-20/72d137d3adbed36002d0ec74368a8523e3c934053b8b9aad2d7010709897d830,2017-10-20,2017-10-20,31202,32,0,1,5,trojan
474,../data/2018-03-14/833718816fd18e20e4c8b3ca3441f561b0fe395a6dbaa8c97c4e363dc215cd4b,2018-03-14,2018-03-14,13752,1,12,0,0,virus
475,../data/2018-03-14/815e1bf871f69446da43df3948a87531adb9662d1a4d866413bf0bbaad461601,2018-03-14,2018-03-14,80384,6,0,0,8,backdoor
476,../data/2017-10-20/b21ac5959ac6648a31c61f2c724cb3fa447ce66b0562bb4e560558ffd65f0849,2017-10-20,2017-10-20,48128,9,0,1,3,trojan
477,../data/2018-03-14/be7a13c557a87ea4f2532734bdef2767e4995e2dce009ebf2877970c5c4a4891,2018-03-13,2018-03-13,16384,1,18,0,0,virus
478,../data/2017-10-20/d4d5ace7a85bd9233631caecdc17238c17617490b13a8684f0b6547ee19af863,2017-09-20,2017-10-20,24576,0,19,0,0,virus
479,../data/2018-03-14/5814dc357556af1848ba55372aa405f379acdbd3401699c4f2f6820b84cb38bf,2018-03-14,2018-03-14,61464,3,0,34,0,worm
480,../data/2017-10-20/b45ce993eec3a420fada60447441e4350987785c45c8f96df57accf1984f002e,2017-10-20,2017-10-20,238512,10,18,0,0,virus
481,../data/2018-03-14/1bfb4325484a8b7dc3390008a39060832746b710684a64f504f40ea1fa884698,2018-03-13,2018-03-13,1688351,17,0,4,18,backdoor
482,../data/2018-03-14/c98bb25b31247b19a01c99e0a4107116ef82412cda202e8bb76df8f89ab197f5,2018-03-13,2018-03-13,27070,5,0,21,0,worm
483,../data/2017-10-20/5a6d6411ca73abca36c5bd5331a5bbe81be0ff05066160fdddc351cd72b0b6a5,2017-10-20,2017-10-20,278528,3,17,1,1,virus
484,../data/2017-10-20/fd2f325c55d508c5d4e0aa16867b6fbefbf73826de746887354464d25870c8fc,2017-10-18,2017-10-20,135168,11,0,12,0,worm
485,../data/2018-03-14/994e1052fa113d8331f698f34746323e99b03ea49c9ac8d299eb8c8f91be5050,2018-03-14,2018-03-14,16824,1,12,0,0,virus
486,../data/2018-03-14/83de6c59cbe596055a4dc68f15cac12367d2cf21cad3b2f9a1706ee6309cd2c1,2018-02-24,2018-03-14,64000,9,1,13,0,worm
487,../data/2018-03-14/a5f9fa7da8a687f172a384e82d1ce5ff1b5dc3e0eaeffb0cbaf2359b6dc5a5b8,2018-03-14,2018-03-14,689176,13,0,0,19,backdoor
488,../data/2017-10-20/ee760ff0c2f6e634511651ff40182bd53a22e3b385ae173803422cf79d0d0137,2017-09-20,2017-10-20,161175,8,12,0,1,virus
489,../data/2018-03-14/10f16da2f2f8f1287d4b4b37f797d4adf69e3476a8d01a8ccd1c2910f183caa7,2018-03-14,2018-03-14,10748,2,10,13,0,worm
490,../data/2017-10-20/fdceaf604097e59c616645819c030f5ff0fbcbc1bed6a6d6b0a2992e2118d386,2017-09-20,2017-10-20,40988,33,0,0,0,trojan
491,../data/2017-10-20/15d19ec4f092032f45e8c97a09d3a550fa5bacc35652c7303c1d731fa1250235,2017-10-20,2017-10-20,148992,3,2,28,2,worm
492,../data/2017-10-20/0b22558e9d3ce2f4d9317c7430678a025f341e5530d173061e7a8216980b32e1,2017-10-20,2017-10-20,700297,17,0,4,21,backdoor
493,../data/2018-03-14/09e0ddb8c57df9138ebf25e7fa1a5739ecf8538177856f36e38e74457a6ed6b7,2018-03-14,2018-03-14,13752,1,10,0,0,virus
494,../data/2018-03-14/4243801f0488763ab646db1a0a5429d1fb99589270b573f392ba476c977018f4,2018-03-05,2018-03-14,6144,11,0,0,0,trojan
495,../data/2018-03-14/b7d550d941553d88751344da882e1b56ba08b3ffc897bccb2d288d2b015b78af,2018-03-14,2018-03-14,9216,13,0,0,0,trojan
496,../data/2017-10-20/90fb720de5c9f586202bdb7438da4bc5b241cb0c2390bef53922a094b105beea,2017-10-20,2017-10-20,86016,4,2,33,2,worm
497,../data/2018-03-14/bdc303e86712bf4a27654e7a2ee7c4ed4191e30d88ab1ff7570933d6e5faf088,2018-03-14,2018-03-14,19968,2,18,0,0,virus
498,../data/2017-10-20/dfb373977fba438175752fee1170ae70af0c36ac612b46e0bbe3ce5b4d3dd029,2017-10-20,2017-10-20,110080,3,3,30,2,worm
499,../data/2017-10-20/c56721d15e470916d3aa40c7d841d38fde6579dece62dd3b743a517a5faef977,2017-10-12,2017-10-20,7168,17,2,0,0,trojan
500,../data/2018-03-14/0ce4ce38af50ce7bf4b536dde5b9f1b882eb0a86ec89db567066a91ace1dd9c3,2018-03-14,2018-03-14,895207,17,0,4,19,backdoor
501,../data/2017-10-20/3f6a61c5af26b840b12ba6c0dbdd22754ec3bd93fb96be9ba1b631fdbe589222,2017-10-20,2017-10-20,131072,16,0,18,0,worm
502,../data/2017-10-20/62ab11456fe09173c92f874c424aee6a2d358ff71401ecab6dd687c34f274cc9,2017-10-19,2017-10-20,9778,8,0,0,0,trojan
503,../data/2018-03-14/b48eca2fa8950db7adaacdbf671dc79bba7605b39c573c2c6bda090229ad05de,2018-03-13,2018-03-13,78336,4,1,34,2,worm
504,../data/2017-10-20/c61088f395c13b8977a78227be5cb0dc4272b35bdcaeb4284db3af866233d06c,2017-10-20,2017-10-20,43520,3,16,0,1,virus
505,../data/2018-03-14/d71e2ccabbc25916a0d4e0b72fe3f9957cb2d7c9f532453ea89fdd23b1d680ca,2018-03-13,2018-03-13,19968,1,17,0,0,virus
506,../data/2017-10-20/a712004bc0b5586d576669133bf7722891a1550dba11f955bd0b1badb28a3ef9,2017-10-20,2017-10-20,63488,4,1,34,2,worm
507,../data/2018-03-14/6263cd4cfce86afd66f2bb74030670e657aa715ad4900743d96404e95bb2972a,2018-03-13,2018-03-13,172403,15,0,0,26,backdoor
508,../data/2017-10-20/c3789d11a99c0ab59ede3e81d052e86aaf713dc70a4d4d04688783eb57b1275e,2017-10-20,2017-10-20,1780384,4,0,16,0,worm
509,../data/2017-10-20/7ccb67474cef5eddfba409872ea456983abaf155debfdabfbd167feeab878f18,2017-10-18,2017-10-20,2805392,7,2,26,0,worm
510,../data/2017-10-20/9ffadeccbcd631fb7f530e8b3d509fd0af61f3806e5642a47d14b120681c8e9d,2017-09-20,2017-10-20,143767,8,11,0,1,virus
511,../data/2017-10-20/d0d0dd779da404d2af95b406dc4a713c8ad469044b9ab1c4d771c64055cd03d6,2017-09-20,2017-10-20,216983,8,10,0,1,virus
512,../data/2018-03-14/60a005d202f1a9b269a6a48e679644f1c61c18518fff8cbc7735e84976e36653,2018-03-13,2018-03-13,14264,2,12,0,0,virus
513,../data/2017-10-20/1aa347e8efd8fc8206beb47611afa711ce722bc3dba6028fd22c33b80611ffd0,2017-10-20,2017-10-20,196608,3,4,28,2,worm
514,../data/2017-10-20/50b6517815000e7248d13b3ad8728fa235ca319cac32039c48dc736cda03f6e1,2017-10-18,2017-10-20,4484876,13,4,15,0,worm
515,../data/2018-03-14/5ac8f707927f5e8edfe7603cea54cf872f2cdf961035dbacae0847907e9ba905,2018-03-14,2018-03-14,15288,2,11,0,0,virus
516,../data/2018-03-14/316ebb797d5196020eee013cfe771671fff4da8859adc9f385f52a74e82f4e55,2018-03-13,2018-03-13,6828,23,0,0,0,trojan
517,../data/2017-10-20/72d28292aa83e80b2f59a6a9877ab5ec52239eaf4de1c34ec516d0ceb0d29913,2017-10-20,2017-10-20,44544,5,4,0,0,trojan
518,../data/2017-10-20/bb8e2a98bc205f57e4dd02092fe1751edaa444476dd673b8997f946b8233c7ff,2017-10-20,2017-10-20,278528,3,16,1,1,virus
519,../data/2017-10-20/56dba668a0ced1a6840c9b3f0d8f62280b1986ec0cecca835bc808fe0c06a6ee,2017-10-20,2017-10-20,58368,0,18,0,0,virus
520,../data/2017-10-20/ef91043e358b44e180040fde17064628654e0cc0552596fb3caf1588d3f0b270,2017-10-18,2017-10-20,271337,8,11,1,1,virus
521,../data/2017-10-20/b72c1af655ccdab36997c51a35076a29c8ae59c4f63126ab5726ceeef934d9fd,2017-10-20,2017-10-20,66560,3,16,0,2,virus
522,../data/2018-03-14/5eba2cbd32e8bfebd5067ec149bb46c8da9dbf1ba50cab3f8eded93b4252c769,2018-03-14,2018-03-14,14776,1,11,0,0,virus
523,../data/2018-03-14/0de495c24ef93dab5baa562f8b4bc6e09f93fb91729a70ed6a79f0083e8f615e,2018-03-14,2018-03-14,20910,1,14,0,0,virus
524,../data/2017-10-20/098448f4d1438585bbc582fb65903bb088a5e78dc7f30fd6ddb4314032405a93,2017-09-20,2017-10-20,47847,17,0,0,0,trojan
525,../data/2017-10-20/f9ff6f7b53a1be37f214e01e0a50e23098320a89badc1f834e5840225d314f6d,2017-10-20,2017-10-20,3562858,17,0,3,19,backdoor
526,../data/2018-03-14/852e80a41dadeed5facc4128a9c8e2752fefe2b5fb43db1c8e293cefd4399f2e,2018-03-14,2018-03-14,61392,3,0,33,0,worm
527,../data/2018-03-14/4c0b62954abd7f59cdec3be1ca68027efb0d1e37f365e7d6dd56015e1f9cbc6e,2018-03-14,2018-03-14,5632,23,0,1,0,trojan
528,../data/2018-03-14/ba26b4c843010470fadff1289bf7d969e63a1de23072caa3bdfb7965cb11b093,2018-03-14,2018-03-14,39116,5,0,34,0,worm
529,../data/2017-10-20/25838fa46b69fbe3e0f50edd8867ee0b2b434589c724093a571824cd447a4f72,2017-10-20,2017-10-20,134656,4,2,31,2,worm
530,../data/2018-03-14/0f20f1f6fd9310c8e5df3125ecb9355d560f41b74b74a7cc816f2d39de837bd1,2018-03-14,2018-03-14,15056,24,1,0,0,trojan
531,../data/2017-10-20/a1f17cd857f73db79c945a1d6e19f2c2b1811beaacbd6abd5e9937b8ae2b5a40,2017-10-19,2017-10-20,9778,9,0,0,0,trojan
532,../data/2018-03-14/52f061c4aec3e93af228d119b25a5b18d7c7298c30c7c955480a9995665c0df4,2018-02-27,2018-03-14,5120,13,0,0,1,trojan
533,../data/2018-03-14/ac70794b7fd98c4f28e579203503fbdff7705bb89ac9b4ad5331b1cb83e818ec,2018-03-01,2018-03-14,14448,17,0,4,0,trojan
534,../data/2017-10-20/6484c908546ff5532aeb2c125533150710396b68bcc76e7c0227d457426a9477,2017-10-19,2017-10-20,52740,22,0,0,3,trojan
535,../data/2018-03-14/45a37fcc9c8e9d2a27aac67d969ca16aa7d2281123c5a7ad7789670c52ecb2fa,2018-03-13,2018-03-13,12288,1,15,0,0,virus
536,../data/2018-03-14/d0e3b0f6aa3c188ea64d599a761b9311321e79d76d473381fdb4a9a184924781,2018-03-13,2018-03-13,307712,15,0,4,22,backdoor
537,../data/2018-03-14/48ccf937720927faf78d85e5c636a439b44ad57fc7c67df2920a4f3ff5404e6e,2018-03-13,2018-03-13,1159342,16,0,4,18,backdoor
538,../data/2018-03-14/b81d9214bcef0367f95c0caf9b2f12277e5a7ad675d51db3c1edc2eadc040699,2018-03-13,2018-03-13,65536,4,1,30,2,worm
539,../data/2017-10-20/502b7254fcbb81772ed34fe9a4fd17a9c09996e75ec0a0cf484ea3d462074527,2017-10-20,2017-10-20,238568,10,18,0,0,virus
540,../data/2017-10-20/6d9f7987bb6e62bd742369fbdbfefe0e343bfe23156f10ff9714006416398460,2017-10-19,2017-10-20,87061,16,0,23,0,worm
541,../data/2018-03-14/55666ea92d7730137c979546d7a65e610c0e2bd9ed812f9a8b361d9d0be10f7a,2018-03-14,2018-03-14,8591,0,18,1,0,virus
542,../data/2018-03-14/a66a8b3ba18d856f9df93308e91a4cb3a992b590b846999e3b15197b89d7743f,2018-03-13,2018-03-13,393216,9,0,6,15,backdoor
543,../data/2017-10-20/8787e06821ca869237e3f3750bb82e44c840dfa965d96617e8394ad4582ff53b,2017-09-20,2017-10-20,21614,36,0,0,0,trojan
544,../data/2018-03-14/1168d048523e8e4d0212ee75777c9b75c0261781f7482ff68e9043c2d5330cc3,2018-03-10,2018-03-14,7477,10,4,0,0,trojan
545,../data/2018-03-14/afa6eaf6d3bef89409d6486b16af79a3c34fe7a1cdd1b9f077187a184f155753,2018-03-13,2018-03-13,17408,1,17,0,0,virus
546,../data/2017-10-20/0ea4f99a5cd956c1de00d46329d3f29a0a00c50f727e756e711703ae98486609,2017-10-20,2017-10-20,78336,5,1,34,2,worm
547,../data/2018-03-14/16ed326432babe9ea60f9679b1683dacb5e7e291b1c373aa123cdad706fc3455,2018-03-14,2018-03-14,60016,5,0,34,0,worm
548,../data/2017-10-20/cf82340aadc7c3f096eda4b1cccf23d7d270de2450df68f1ed3302fbf233e4dd,2017-10-20,2017-10-20,1903232,17,0,4,19,backdoor
549,../data/2018-03-14/c42952cb84ca1bd562907eb155f95f6e67e45040cbb325b7e1f598a9ff846acf,2018-02-28,2018-03-13,7680,8,0,0,0,trojan
550,../data/2018-03-14/6dbae2fa111ec4d46c75a44b88741ab06f8067af3cee6328840186bb127de2ff,2018-03-14,2018-03-14,13752,2,11,0,0,virus
551,../data/2018-03-14/83c9c5b33c9e61c5be09945003f3343f64307083d12a3491ae57b60d455239c3,2018-03-13,2018-03-13,743681,15,0,4,17,backdoor
552,../data/2017-10-20/453a4c954f38040360fdf64964570e5866a1566c2be2d4cc01073cc15f51cde7,2017-10-20,2017-10-20,1293109,3,0,16,0,worm
553,../data/2017-10-20/6ed755f082bda900725733bcb616c79d3bfeb2e07965d3ff8c7cb7469831c646,2017-10-20,2017-10-20,47846,8,0,0,0,trojan
554,../data/2018-03-14/134bb761018290fa2270053a37c01f8cdf7354f02209d8d86ac6498ab2f487bb,2018-03-14,2018-03-14,5120,17,0,0,0,trojan
555,../data/2018-03-14/b11463fa3da85b8b4e348a858ed0d5e7817e22524c79e256198d5004aea9c5fc,2018-03-13,2018-03-13,44032,4,0,28,2,worm
556,../data/2018-03-14/31f7bf2819d250bd0bba09bc8f290ca69450fe4b1c73ef2e340be51e0a7b280b,2018-03-01,2018-03-14,8704,16,1,0,3,trojan
557,../data/2017-10-20/b198de8adbf700d6a8b8cdd621f16f166dcfb6a335c0e396200797cb9e1900c2,2017-10-19,2017-10-20,9778,9,0,0,0,trojan
558,../data/2017-10-20/5862c872f87f0eb1b2f7f84af40dab44aba6d804ac8b6b01cdf8c371fedcc417,2017-10-20,2017-10-20,86016,3,15,0,1,virus
559,../data/2018-03-14/bd694a2691a121dd2750006e756206cca6d5d185d3d4b1b9432a1eea6e3b0032,2018-03-13,2018-03-13,19968,2,18,0,0,virus
560,../data/2017-10-20/29881d74ee222e8ca4c7e4c8f5101464c4f134f459c23c863ed28c21f833f3d7,2017-10-20,2017-10-20,238562,10,17,0,0,virus
561,../data/2018-03-14/9bb645f6339de058c6d51a5c4a25327cca219420e0d4549a983dae9f3c27bbba,2018-03-03,2018-03-13,7168,16,0,0,0,trojan
562,../data/2017-10-20/f1ca5b0018c440d94750fbebd3ccbdc245e96ea6e04720f2b2a70e6ac674874d,2017-09-20,2017-10-20,40247,7,2,0,0,trojan
563,../data/2018-03-14/9d31927519262d7265325fa93577d23718c5ef3b85a5508e8a8a10e7a8fc9c8f,2018-03-14,2018-03-14,7808,22,0,0,0,trojan
564,../data/2018-03-14/646c210a6320bb4ec710c45bec4f9876869b490f804d46bfc37d7d4352bac439,2018-03-13,2018-03-13,931328,16,0,0,26,backdoor
565,../data/2017-10-20/bbee90ad3437f4099b8a36d4de8c765e56322d303b042af3c585f620c72fe700,2017-10-20,2017-10-20,18940,40,0,0,0,trojan
566,../data/2018-03-14/b5a9bd8e4ad7b8a3efc52e56757a4b181b034f9d4fbc9e2a97c6ae590c59ce7e,2018-03-14,2018-03-14,99196,10,1,4,19,backdoor
567,../data/2018-03-14/b2fb73bfa2531d534110a8f3b169cdb5089bf8658d7314866bf6019ce8da5197,2018-03-13,2018-03-13,10824,21,0,0,0,trojan
568,../data/2018-03-14/070e573182242762c6a7b99f207e52da0ab5e9d5e9c18afa53e6c003cfac438a,2018-03-13,2018-03-13,87061,13,0,27,0,worm
569,../data/2018-03-14/204263b19d96709cbb9edcb062bcf3389a32a1e7b0cc0b3f6e7c1aa78989357f,2018-03-14,2018-03-14,9418,3,15,1,0,virus
570,../data/2017-10-20/465a73b87cb94320db875fca4635fd887489f01b25d5c1b3358ad386574b8a9c,2017-10-20,2017-10-20,106496,3,16,0,1,virus
571,../data/2018-03-14/dd4f25c8b641b218619a56951c379c93c9ba26433b61a7b1daef466ad12179fc,2018-03-14,2018-03-14,9782,9,0,5,0,trojan
572,../data/2017-10-20/801da3a91bff97162862c30b2022337449c5697ebe39d0988f777c571f0add65,2017-06-27,2017-10-20,35328,22,0,1,1,trojan
573,../data/2018-03-14/17ecfc154ef81e4ef8354fd764633bc51607afbf926436bc109d9b28da874f9e,2018-03-13,2018-03-13,1093321,9,1,4,16,backdoor
574,../data/2018-03-14/c9de92ce6dc0763185a6d3a2cb089c35083759f267ba7039657072edcb982b3d,2018-03-12,2018-03-14,14848,11,2,0,0,trojan
575,../data/2018-03-14/d27583b933a52b0bc8d49aa70c7cc0528267bb2d956fe0484787a853ee9274d4,2018-03-13,2018-03-13,27142,5,0,21,0,worm
576,../data/2018-03-14/5ad80056da36fb238247b1801b2145613020d3eb0bf4b1d7a3ca291090deb221,2018-03-12,2018-03-14,1641984,18,0,0,26,backdoor
577,../data/2018-03-14/b14408d2752f1b477fb21299cc0ab8b413a318f4980e4ff1e180df74debbfb81,2018-03-13,2018-03-13,13312,1,17,0,0,virus
578,../data/2018-03-14/91251612b6b6cccfd9621000a4bfbf1d05c6a32c96df041c04b5c88b1e360b81,2018-03-13,2018-03-13,17848,4,12,0,0,virus
579,../data/2018-03-14/c849d8846b68715739f910aa9cc63db12faa9e7c01bc29121a4eeb8ff64bf53b,2018-03-14,2018-03-14,60920,3,0,36,0,worm
580,../data/2017-10-20/6f6374d6f3d183d4144ecd49ac66bc4b2514c5d67175b969e9ed8da54ecd6601,2017-10-18,2017-10-20,3781627,15,3,16,0,worm
581,../data/2017-10-20/d67d5003d12972d831a9d78dd41d2d77376a25e65c1a69ddf7c2cb1c463a7824,2017-10-20,2017-10-20,90620,0,11,9,0,virus
